Temperature (C),Humidity,rain,hour
-0.4944444444444447,0.75,No Rain,1
-0.6277777777777772,0.75,No Rain,2
-0.6500000000000009,0.75,Rain,3
-0.6611111111111119,0.77,Rain,4
-0.7388888888888879,0.78,No Rain,5
-1.311111111111111,0.81,No Rain,6
-2.111111111111112,0.8,Rain,7
-1.377777777777778,0.81,Rain,8
0.8888888888888897,0.69,No Rain,9
2.6111111111111125,0.58,Rain,10
3.788888888888889,0.45,No Rain,11
3.883333333333335,0.48,Rain,12
5.166666666666665,0.42,No Rain,13
4.944444444444444,0.48,Rain,14
4.9,0.48,No Rain,15
3.1055555555555574,0.58,No Rain,16
1.15,0.69,No Rain,17
0.0166666666666672,0.68,Rain,18
-0.916666666666666,0.69,Rain,19
-2.1500000000000004,0.74,Rain,20
-2.1722222222222225,0.77,Rain,21
-2.6333333333333324,0.8,No Rain,22
-2.261111111111111,0.84,Rain,23
1.6944444444444429,0.92,Rain,0
1.7333333333333318,0.95,No Rain,1
1.6666666666666667,0.92,No Rain,2
1.6666666666666667,0.92,Rain,3
1.7166666666666686,0.92,Rain,4
2.2000000000000006,0.86,Rain,5
2.2000000000000006,0.86,No Rain,6
2.205555555555555,0.87,No Rain,7
2.2000000000000006,0.92,Rain,8
2.2222222222222223,0.86,Rain,9
2.7888888888888905,0.84,No Rain,10
2.7777777777777777,0.89,No Rain,11
2.8500000000000014,0.89,No Rain,12
2.8999999999999995,0.89,No Rain,13
2.8500000000000014,0.89,Rain,14
2.82777777777778,0.89,Rain,15
2.844444444444443,0.89,No Rain,16
2.7777777777777777,0.89,No Rain,17
2.244444444444444,0.92,Rain,18
2.3555555555555565,0.92,No Rain,19
2.244444444444444,0.92,Rain,20
2.244444444444444,0.92,No Rain,21
2.255555555555557,0.92,No Rain,22
2.2000000000000006,0.89,No Rain,23
-0.7333333333333335,0.75,Rain,0
-0.6055555555555555,0.91,No Rain,1
-1.288888888888889,0.78,Rain,2
-1.311111111111111,0.78,No Rain,3
-1.2611111111111108,0.74,No Rain,4
-1.1777777777777785,0.7,No Rain,5
-1.1555555555555546,0.75,Rain,6
-1.722222222222223,0.76,Rain,7
-1.2000000000000002,0.76,No Rain,8
-0.0666666666666672,0.7,Rain,9
0.0333333333333345,0.7,Rain,10
1.0444444444444458,0.65,Rain,11
1.1166666666666656,0.7,No Rain,12
1.15,0.69,Rain,13
1.1333333333333329,0.75,Rain,14
1.1333333333333329,0.76,No Rain,15
1.1444444444444457,0.77,Rain,16
0.0944444444444453,0.85,Rain,17
0.0944444444444453,0.85,No Rain,18
0.0611111111111108,0.86,Rain,19
0.0722222222222236,0.85,Rain,20
0.0500000000000019,0.85,Rain,21
-0.0166666666666672,0.87,No Rain,22
-0.0666666666666672,0.89,No Rain,23
-0.0666666666666672,0.89,No Rain,0
-2.005555555555555,0.89,No Rain,1
-0.0222222222222217,0.89,Rain,2
-0.0222222222222217,0.89,Rain,3
-0.0055555555555564,0.9,Rain,4
-0.1388888888888889,0.92,No Rain,5
-0.1833333333333323,0.92,No Rain,6
-0.2277777777777778,0.93,Rain,7
-0.2111111111111105,0.92,No Rain,8
-1.2277777777777783,0.92,Rain,9
-1.1444444444444437,0.89,Rain,10
-1.2055555555555566,0.88,No Rain,11
-2.2222222222222223,0.88,Rain,12
-2.0500000000000007,0.88,No Rain,13
-2.177777777777779,0.88,No Rain,14
-2.177777777777779,0.88,No Rain,15
-2.1000000000000005,0.86,No Rain,16
-2.2000000000000006,0.87,Rain,17
-2.2666666666666657,0.88,Rain,18
-2.305555555555555,0.88,No Rain,19
-2.4000000000000004,0.88,No Rain,20
-1.9333333333333336,0.85,No Rain,21
-1.9222222222222227,0.86,No Rain,22
-2.077777777777777,0.82,No Rain,23
2.2000000000000006,0.89,No Rain,0
1.7000000000000013,0.92,No Rain,1
1.7166666666666686,0.96,No Rain,2
1.7166666666666686,0.96,Rain,3
1.7166666666666686,0.95,Rain,4
2.2000000000000006,0.92,Rain,5
2.2000000000000006,0.92,Rain,6
2.1388888888888897,0.92,No Rain,7
2.177777777777779,0.92,Rain,8
2.2000000000000006,0.92,No Rain,9
2.2666666666666657,0.86,Rain,10
2.2499999999999982,0.92,Rain,11
2.7777777777777777,0.89,No Rain,12
2.283333333333333,0.86,Rain,13
2.316666666666668,0.84,No Rain,14
2.7999999999999994,0.89,Rain,15
2.811111111111112,0.89,Rain,16
2.755555555555556,0.89,No Rain,17
2.755555555555556,0.89,Rain,18
2.738888888888889,0.89,Rain,19
2.7333333333333343,0.89,Rain,20
2.2222222222222223,0.92,No Rain,21
2.233333333333335,0.9,No Rain,22
1.6666666666666667,0.92,Rain,23
1.6666666666666667,0.92,No Rain,0
2.633333333333334,0.96,No Rain,1
1.6888888888888884,0.92,Rain,2
1.161111111111113,0.95,Rain,3
1.2166666666666657,0.96,Rain,4
1.161111111111113,0.99,Rain,5
1.161111111111113,0.99,No Rain,6
2.1388888888888897,0.93,No Rain,7
2.177777777777779,0.92,No Rain,8
2.2222222222222223,0.99,No Rain,9
2.694444444444445,0.96,No Rain,10
2.755555555555556,0.96,No Rain,11
3.844444444444445,0.92,Rain,12
3.8333333333333326,0.93,No Rain,13
3.866666666666667,0.99,No Rain,14
3.866666666666667,0.92,No Rain,15
3.883333333333335,0.93,No Rain,16
3.866666666666667,0.92,Rain,17
3.938888888888891,0.92,No Rain,18
3.838888888888887,0.93,Rain,19
2.82777777777778,1.0,No Rain,20
3.2888888888888896,0.96,Rain,21
2.727777777777776,0.93,No Rain,22
2.294444444444446,0.96,Rain,23
1.805555555555556,0.99,Rain,0
2.272222222222224,0.96,No Rain,1
2.82777777777778,0.96,No Rain,2
2.82777777777778,0.96,No Rain,3
2.7722222222222235,0.96,No Rain,4
2.755555555555556,0.96,Rain,5
2.755555555555556,0.96,No Rain,6
2.76111111111111,0.96,No Rain,7
2.7333333333333343,0.96,No Rain,8
2.7333333333333343,0.96,Rain,9
2.7,0.95,Rain,10
2.272222222222224,0.92,Rain,11
2.272222222222224,0.92,Rain,12
2.316666666666668,0.93,No Rain,13
2.805555555555554,0.89,No Rain,14
2.755555555555556,0.9,No Rain,15
2.305555555555555,0.93,Rain,16
2.2222222222222223,0.92,No Rain,17
2.2222222222222223,1.0,Rain,18
2.255555555555557,0.93,Rain,19
2.2222222222222223,1.0,No Rain,20
2.2222222222222223,0.96,Rain,21
2.7333333333333343,0.93,No Rain,22
2.7333333333333343,0.92,Rain,23
2.7333333333333343,0.96,Rain,0
0.294444444444445,0.96,No Rain,1
1.6444444444444448,1.0,Rain,2
0.5277777777777793,1.0,Rain,3
1.1777777777777765,0.99,No Rain,4
1.0833333333333348,0.92,Rain,5
1.0833333333333348,0.92,No Rain,6
1.0500000000000005,0.99,Rain,7
2.127777777777777,0.92,No Rain,8
1.1555555555555546,0.99,No Rain,9
1.188888888888889,0.99,Rain,10
2.2222222222222223,0.92,Rain,11
2.244444444444444,0.86,No Rain,12
2.2277777777777765,0.92,Rain,13
2.2666666666666657,0.85,Rain,14
1.71111111111111,0.89,No Rain,15
1.2388888888888872,0.86,No Rain,16
0.0888888888888869,0.92,Rain,17
0.1166666666666671,0.92,No Rain,18
-0.7277777777777771,0.92,Rain,19
-1.0166666666666655,0.99,Rain,20
-0.5333333333333338,0.92,Rain,21
-0.0333333333333326,0.93,Rain,22
-0.0444444444444434,0.92,Rain,23
-0.0444444444444434,0.96,Rain,0
-4.094444444444445,0.96,No Rain,1
-0.6500000000000009,0.96,Rain,2
-1.161111111111111,0.96,No Rain,3
-1.9500000000000008,0.96,Rain,4
-2.8611111111111103,0.96,No Rain,5
-2.8111111111111104,0.92,No Rain,6
-3.4777777777777787,0.93,No Rain,7
-3.755555555555557,0.99,No Rain,8
-1.161111111111111,0.92,Rain,9
0.0444444444444434,0.85,Rain,10
2.083333333333333,0.73,No Rain,11
2.683333333333332,0.76,Rain,12
2.305555555555555,0.78,Rain,13
2.2888888888888874,0.72,Rain,14
2.2388888888888894,0.72,No Rain,15
1.1944444444444438,0.71,No Rain,16
-1.1388888888888893,0.82,No Rain,17
-1.183333333333333,0.82,No Rain,18
-2.061111111111112,0.88,Rain,19
-2.2222222222222223,0.88,No Rain,20
-2.755555555555556,0.86,No Rain,21
-2.316666666666668,0.88,Rain,22
-3.866666666666667,0.92,No Rain,23
-4.933333333333333,0.96,Rain,0
-1.277777777777778,0.81,No Rain,1
-4.488888888888888,0.95,Rain,2
-4.555555555555555,0.92,No Rain,3
-5.094444444444445,0.96,Rain,4
-5.138888888888889,0.92,No Rain,5
-6.205555555555557,0.92,Rain,6
-6.044444444444443,0.92,Rain,7
-5.138888888888889,0.92,Rain,8
-2.883333333333334,0.85,Rain,9
-1.2055555555555566,0.76,No Rain,10
0.0500000000000019,0.69,No Rain,11
1.211111111111111,0.64,No Rain,12
2.2499999999999982,0.51,No Rain,13
2.294444444444446,0.45,Rain,14
2.294444444444446,0.59,Rain,15
1.25,0.62,Rain,16
-0.0722222222222216,0.69,Rain,17
-1.1555555555555546,0.81,Rain,18
-1.222222222222222,0.87,Rain,19
-1.222222222222222,0.88,Rain,20
-0.688888888888888,0.84,Rain,21
-1.1111111111111112,0.83,No Rain,22
-1.277777777777778,0.82,No Rain,23
17.77777777777778,0.9,No Rain,0
16.688888888888886,0.93,No Rain,1
17.21666666666667,0.96,No Rain,2
15.650000000000002,0.96,No Rain,3
15.627777777777778,0.96,Rain,4
16.22222222222222,0.93,No Rain,5
17.22222222222222,0.93,No Rain,6
17.25,0.9,No Rain,7
18.022222222222226,0.89,No Rain,8
17.96666666666667,0.96,Rain,9
17.96666666666667,0.96,Rain,10
20.03333333333333,0.86,Rain,11
20.09444444444445,0.86,Rain,12
19.1,0.89,No Rain,13
20.26666666666667,0.83,Rain,14
22.20555555555556,0.76,Rain,15
22.2,0.74,No Rain,16
22.16666666666667,0.76,Rain,17
22.2,0.76,Rain,18
22.066666666666663,0.77,No Rain,19
21.0,0.87,No Rain,20
19.95555555555556,0.87,No Rain,21
19.4,0.93,No Rain,22
19.77777777777777,0.9,Rain,23
16.71666666666667,0.93,No Rain,0
17.17777777777778,0.9,Rain,1
17.61111111111111,0.93,Rain,2
15.094444444444449,0.96,No Rain,3
14.005555555555556,0.96,Rain,4
14.2,0.95,No Rain,5
16.094444444444445,1.0,Rain,6
21.90555555555556,0.77,No Rain,7
22.54444444444444,0.72,No Rain,8
25.97222222222222,0.51,No Rain,9
27.15555555555555,0.45,Rain,10
27.73333333333333,0.49,Rain,11
28.86666666666666,0.41,Rain,12
29.90555555555555,0.38,Rain,13
30.80555555555556,0.36,No Rain,14
31.06666666666667,0.36,Rain,15
32.03333333333333,0.34,Rain,16
30.86111111111111,0.36,No Rain,17
30.92777777777778,0.35,No Rain,18
28.911111111111115,0.44,No Rain,19
26.33888888888889,0.57,No Rain,20
22.872222222222224,0.73,Rain,21
22.25,0.76,No Rain,22
20.883333333333336,0.83,Rain,23
19.422222222222217,0.9,No Rain,0
18.383333333333336,0.9,No Rain,1
18.5,0.92,No Rain,2
17.244444444444444,0.93,No Rain,3
17.294444444444444,0.93,Rain,4
16.61111111111111,0.96,No Rain,5
18.8,0.93,No Rain,6
22.066666666666663,0.77,Rain,7
22.80555555555556,0.74,Rain,8
25.07222222222222,0.64,Rain,9
27.266666666666666,0.56,Rain,10
27.81111111111112,0.55,Rain,11
28.95555555555556,0.46,Rain,12
30.04444444444444,0.37,No Rain,13
30.9,0.41,Rain,14
30.11666666666666,0.37,Rain,15
31.08333333333333,0.33,No Rain,16
30.944444444444443,0.34,Rain,17
29.04444444444444,0.43,No Rain,18
28.89444444444445,0.41,Rain,19
27.25,0.51,No Rain,20
23.81666666666667,0.63,Rain,21
22.71111111111111,0.67,Rain,22
21.333333333333336,0.78,No Rain,23
19.444444444444443,0.87,No Rain,0
18.89444444444445,0.9,No Rain,1
18.46111111111112,0.88,No Rain,2
18.244444444444447,0.91,Rain,3
17.22222222222222,0.9,Rain,4
15.977777777777776,0.94,Rain,5
17.82777777777778,0.97,No Rain,6
21.022222222222226,0.8,Rain,7
24.566666666666663,0.64,Rain,8
27.061111111111103,0.49,Rain,9
27.75555555555555,0.47,No Rain,10
29.61111111111111,0.42,No Rain,11
28.96111111111111,0.43,Rain,12
30.0,0.35,Rain,13
30.98333333333333,0.33,Rain,14
31.933333333333337,0.31,No Rain,15
29.97222222222222,0.37,Rain,16
27.27777777777777,0.51,Rain,17
27.494444444444444,0.47,Rain,18
27.00555555555556,0.55,No Rain,19
24.09444444444445,0.66,No Rain,20
22.17222222222222,0.74,No Rain,21
21.59444444444445,0.76,Rain,22
21.03888888888889,0.76,No Rain,23
20.416666666666668,0.74,No Rain,0
19.372222222222224,0.79,Rain,1
18.022222222222226,0.95,No Rain,2
17.77777777777778,0.9,No Rain,3
18.266666666666666,0.9,Rain,4
17.166666666666668,0.93,No Rain,5
17.711111111111112,0.97,Rain,6
19.86111111111111,0.84,No Rain,7
21.922222222222217,0.75,No Rain,8
23.772222222222226,0.63,Rain,9
25.92777777777778,0.59,Rain,10
26.15555555555555,0.59,Rain,11
27.24444444444445,0.54,Rain,12
28.81666666666667,0.44,No Rain,13
29.827777777777776,0.41,No Rain,14
30.95,0.36,Rain,15
30.97222222222222,0.36,No Rain,16
30.577777777777783,0.36,No Rain,17
29.86111111111111,0.36,No Rain,18
28.661111111111115,0.4,No Rain,19
22.994444444444444,0.7,Rain,20
22.266666666666666,0.81,Rain,21
21.16111111111111,0.79,No Rain,22
20.416666666666668,0.85,No Rain,23
18.916666666666668,0.93,Rain,0
18.40555555555555,0.96,Rain,1
19.844444444444445,0.86,No Rain,2
17.22222222222222,0.97,No Rain,3
17.294444444444444,0.96,Rain,4
16.483333333333334,0.96,No Rain,5
17.322222222222223,0.93,Rain,6
19.98333333333333,0.93,Rain,7
22.52777777777778,0.79,Rain,8
24.93333333333333,0.69,No Rain,9
27.15555555555555,0.56,Rain,10
28.661111111111115,0.47,No Rain,11
28.81666666666667,0.46,No Rain,12
30.95,0.39,No Rain,13
29.78333333333333,0.44,No Rain,14
30.99444444444445,0.41,No Rain,15
31.016666666666666,0.39,Rain,16
30.83888888888889,0.37,Rain,17
29.90555555555555,0.41,Rain,18
28.79444444444444,0.44,No Rain,19
24.98888888888889,0.59,Rain,20
22.28888888888889,0.76,No Rain,21
21.75555555555556,0.76,No Rain,22
20.822222222222223,0.8,No Rain,23
20.04444444444444,0.81,Rain,0
19.51111111111112,0.87,No Rain,1
18.16111111111111,0.75,No Rain,2
19.488888888888887,0.9,Rain,3
20.51111111111112,0.78,Rain,4
20.32222222222222,0.8,No Rain,5
20.99444444444445,0.74,No Rain,6
21.06666666666667,0.69,No Rain,7
22.45,0.56,No Rain,8
22.73333333333333,0.58,Rain,9
24.88333333333334,0.46,Rain,10
25.80555555555556,0.44,No Rain,11
26.03888888888889,0.4,No Rain,12
27.127777777777776,0.4,Rain,13
26.17777777777778,0.42,No Rain,14
27.71111111111111,0.35,Rain,15
27.15,0.33,Rain,16
26.14444444444445,0.37,No Rain,17
25.022222222222226,0.39,Rain,18
25.022222222222226,0.36,Rain,19
22.922222222222224,0.48,No Rain,20
22.08333333333333,0.49,No Rain,21
21.994444444444447,0.41,No Rain,22
20.78333333333333,0.5,No Rain,23
19.283333333333328,0.53,No Rain,0
18.177777777777777,0.7,No Rain,1
16.405555555555555,0.72,No Rain,2
17.03888888888889,0.72,No Rain,3
16.988888888888887,0.66,No Rain,4
16.06666666666667,0.67,No Rain,5
17.03888888888889,0.64,No Rain,6
17.68888888888889,0.65,Rain,7
20.627777777777776,0.5,Rain,8
22.08333333333333,0.43,No Rain,9
22.71111111111111,0.38,No Rain,10
22.33333333333333,0.36,No Rain,11
22.75555555555555,0.38,No Rain,12
24.88333333333334,0.32,Rain,13
23.950000000000003,0.32,No Rain,14
24.90555555555555,0.31,Rain,15
24.422222222222217,0.3,Rain,16
23.93888888888889,0.34,Rain,17
22.800000000000004,0.34,No Rain,18
21.25,0.38,No Rain,19
20.133333333333333,0.42,Rain,20
18.88888888888889,0.48,No Rain,21
18.79444444444444,0.46,Rain,22
18.47222222222222,0.51,No Rain,23
17.577777777777776,0.56,Rain,0
16.516666666666666,0.72,Rain,1
13.344444444444449,0.84,No Rain,2
15.75,0.68,Rain,3
15.266666666666664,0.68,Rain,4
15.394444444444446,0.68,Rain,5
13.738888888888887,0.73,Rain,6
14.922222222222224,0.68,No Rain,7
17.783333333333335,0.61,No Rain,8
22.066666666666663,0.44,No Rain,9
22.661111111111115,0.38,Rain,10
24.633333333333336,0.34,No Rain,11
25.95,0.29,No Rain,12
26.016666666666666,0.29,No Rain,13
25.90555555555555,0.29,Rain,14
27.08333333333333,0.27,Rain,15
26.06666666666667,0.28,No Rain,16
25.97777777777777,0.29,No Rain,17
25.022222222222226,0.3,No Rain,18
23.95555555555556,0.34,Rain,19
21.51666666666667,0.42,No Rain,20
17.89444444444444,0.56,Rain,21
16.666666666666668,0.7,Rain,22
14.833333333333334,0.76,Rain,23
14.400000000000002,0.83,No Rain,0
12.82777777777778,0.86,Rain,1
15.61111111111111,0.8,Rain,2
12.711111111111112,0.86,Rain,3
12.155555555555557,0.86,No Rain,4
14.11111111111111,0.79,Rain,5
15.788888888888891,0.76,No Rain,6
17.6,0.71,Rain,7
20.694444444444443,0.58,Rain,8
22.75555555555555,0.51,No Rain,9
26.06111111111111,0.31,Rain,10
25.9,0.32,Rain,11
27.2,0.29,Rain,12
27.2,0.29,Rain,13
27.649999999999995,0.29,No Rain,14
27.77777777777778,0.28,No Rain,15
27.85,0.28,No Rain,16
27.872222222222224,0.29,No Rain,17
27.77777777777778,0.31,Rain,18
27.24444444444445,0.32,Rain,19
24.294444444444448,0.44,No Rain,20
20.161111111111115,0.61,No Rain,21
18.433333333333337,0.68,No Rain,22
16.71666666666667,0.77,Rain,23
16.333333333333332,0.8,Rain,0
16.266666666666666,0.81,No Rain,1
17.116666666666667,0.86,No Rain,2
15.105555555555554,0.8,No Rain,3
14.6,0.89,No Rain,4
14.711111111111109,0.89,No Rain,5
16.055555555555557,0.81,No Rain,6
18.766666666666666,0.74,Rain,7
22.694444444444443,0.58,No Rain,8
26.04444444444444,0.45,No Rain,9
27.77777777777778,0.38,Rain,10
28.72222222222222,0.37,Rain,11
30.0,0.34,Rain,12
31.061111111111103,0.32,Rain,13
30.92777777777778,0.33,No Rain,14
32.17222222222222,0.28,No Rain,15
31.161111111111115,0.29,Rain,16
32.03888888888889,0.29,Rain,17
31.11111111111111,0.29,No Rain,18
30.0,0.34,No Rain,19
26.45555555555556,0.46,No Rain,20
22.927777777777774,0.57,No Rain,21
22.350000000000005,0.59,No Rain,22
20.6,0.68,No Rain,23
18.311111111111103,0.96,No Rain,0
17.800000000000004,0.96,Rain,1
17.855555555555554,0.93,No Rain,2
17.22222222222222,0.93,No Rain,3
17.244444444444444,0.9,Rain,4
17.155555555555555,0.93,No Rain,5
17.733333333333334,0.9,No Rain,6
17.755555555555556,0.96,No Rain,7
17.805555555555557,0.96,No Rain,8
17.800000000000004,0.96,Rain,9
18.88888888888889,0.93,Rain,10
19.87777777777778,0.88,No Rain,11
22.57222222222222,0.74,No Rain,12
22.5,0.8,No Rain,13
23.53333333333333,0.75,No Rain,14
22.661111111111115,0.84,No Rain,15
21.22777777777777,0.86,No Rain,16
21.194444444444446,0.86,Rain,17
21.18333333333333,0.81,Rain,18
20.05,0.87,Rain,19
19.88333333333334,0.93,No Rain,20
18.911111111111115,0.93,Rain,21
19.4,0.97,Rain,22
19.322222222222223,0.96,No Rain,23
20.12777777777778,0.72,Rain,0
19.066666666666663,0.77,Rain,1
19.4,0.84,No Rain,2
17.25,0.87,Rain,3
15.1,0.92,Rain,4
16.377777777777776,0.89,No Rain,5
17.77777777777778,0.9,Rain,6
22.22222222222222,0.68,No Rain,7
25.76111111111112,0.53,No Rain,8
28.81111111111112,0.37,Rain,9
29.95,0.37,No Rain,10
30.89444444444445,0.35,No Rain,11
32.22222222222222,0.33,No Rain,12
32.2,0.33,No Rain,13
32.68333333333333,0.3,No Rain,14
32.82777777777778,0.32,No Rain,15
32.82777777777778,0.32,No Rain,16
32.80555555555556,0.32,Rain,17
32.75555555555555,0.29,Rain,18
32.22222222222222,0.33,No Rain,19
28.216666666666672,0.48,No Rain,20
25.02777777777778,0.62,Rain,21
23.244444444444447,0.7,Rain,22
22.25555555555556,0.79,Rain,23
19.494444444444447,0.84,Rain,0
19.422222222222217,0.9,No Rain,1
21.27777777777778,0.85,Rain,2
17.733333333333334,0.9,Rain,3
17.711111111111112,0.9,Rain,4
17.47222222222222,0.89,No Rain,5
16.766666666666666,0.93,Rain,6
22.633333333333333,0.79,Rain,7
24.98888888888889,0.68,No Rain,8
27.80555555555556,0.59,No Rain,9
30.11666666666666,0.48,Rain,10
31.99444444444445,0.36,Rain,11
32.77777777777778,0.34,Rain,12
33.86666666666666,0.3,Rain,13
32.794444444444444,0.37,No Rain,14
33.794444444444444,0.32,No Rain,15
33.83888888888888,0.32,No Rain,16
32.888888888888886,0.33,Rain,17
32.800000000000004,0.37,Rain,18
31.22777777777777,0.45,Rain,19
28.277777777777786,0.56,No Rain,20
26.13888888888889,0.65,Rain,21
24.30555555555556,0.74,No Rain,22
23.93333333333333,0.71,No Rain,23
22.666666666666668,0.79,Rain,0
22.08333333333333,0.81,Rain,1
20.883333333333336,0.86,No Rain,2
20.444444444444443,0.87,Rain,3
19.93333333333333,0.87,Rain,4
20.46666666666667,0.85,No Rain,5
19.4,0.9,No Rain,6
22.672222222222224,0.79,No Rain,7
24.61111111111111,0.7,No Rain,8
27.338888888888885,0.64,Rain,9
30.07222222222222,0.51,Rain,10
31.011111111111106,0.45,Rain,11
32.28888888888889,0.41,Rain,12
32.849999999999994,0.34,Rain,13
32.794444444444444,0.33,Rain,14
33.888888888888886,0.35,No Rain,15
33.888888888888886,0.3,Rain,16
33.861111111111114,0.35,No Rain,17
32.727777777777774,0.37,Rain,18
31.00555555555556,0.44,No Rain,19
25.46666666666667,0.61,No Rain,20
22.933333333333334,0.73,Rain,21
21.783333333333328,0.76,No Rain,22
21.27777777777778,0.79,No Rain,23
20.666666666666668,0.83,Rain,0
21.13333333333334,0.79,No Rain,1
20.766666666666666,0.93,No Rain,2
20.533333333333328,0.89,Rain,3
20.97777777777777,0.81,Rain,4
19.899999999999995,0.88,Rain,5
20.95555555555556,0.81,No Rain,6
21.072222222222223,0.87,Rain,7
21.444444444444443,0.85,Rain,8
24.00555555555555,0.78,Rain,9
26.25,0.64,No Rain,10
26.544444444444444,0.63,No Rain,11
28.05555555555556,0.62,No Rain,12
29.188888888888894,0.58,Rain,13
31.23888888888889,0.49,No Rain,14
32.266666666666666,0.45,Rain,15
31.03888888888889,0.48,Rain,16
30.08333333333333,0.47,Rain,17
28.81111111111112,0.6,No Rain,18
27.183333333333337,0.73,Rain,19
24.47222222222222,0.77,No Rain,20
23.96111111111111,0.89,Rain,21
22.80555555555556,0.92,No Rain,22
21.927777777777777,0.91,Rain,23
21.116666666666667,0.92,No Rain,0
20.58333333333333,0.9,No Rain,1
19.80555555555556,0.92,No Rain,2
19.91111111111111,0.97,No Rain,3
19.88888888888889,0.93,No Rain,4
19.08888888888889,0.96,No Rain,5
18.87222222222222,1.0,No Rain,6
22.577777777777776,0.85,Rain,7
24.95555555555556,0.78,No Rain,8
27.22777777777777,0.65,No Rain,9
28.938888888888894,0.59,No Rain,10
31.016666666666666,0.52,Rain,11
31.18333333333333,0.51,Rain,12
32.22222222222222,0.49,No Rain,13
32.88333333333333,0.41,Rain,14
32.849999999999994,0.4,No Rain,15
27.68333333333333,0.59,Rain,16
28.68333333333333,0.59,Rain,17
25.06666666666667,0.69,No Rain,18
23.899999999999995,0.69,Rain,19
23.22222222222222,0.77,Rain,20
22.15,0.81,No Rain,21
21.06111111111111,0.9,No Rain,22
21.566666666666663,0.87,No Rain,23
20.46111111111111,0.9,Rain,0
19.4,0.93,No Rain,1
20.35,0.93,Rain,2
19.283333333333328,0.93,No Rain,3
18.772222222222226,0.93,No Rain,4
18.172222222222217,0.97,Rain,5
18.77777777777778,0.93,Rain,6
21.02777777777777,0.87,Rain,7
24.60555555555556,0.75,Rain,8
27.10555555555556,0.61,Rain,9
28.81666666666667,0.47,Rain,10
30.822222222222223,0.43,No Rain,11
31.13333333333334,0.41,No Rain,12
32.17222222222222,0.42,Rain,13
32.23333333333333,0.41,Rain,14
32.70555555555556,0.38,Rain,15
32.17222222222222,0.39,No Rain,16
31.922222222222217,0.34,No Rain,17
32.02777777777778,0.37,No Rain,18
27.90555555555556,0.53,No Rain,19
26.48888888888889,0.64,No Rain,20
23.97777777777777,0.74,Rain,21
22.800000000000004,0.82,Rain,22
21.59444444444445,0.85,Rain,23
21.666666666666668,0.87,Rain,0
20.07222222222222,0.92,Rain,1
20.25,0.95,No Rain,2
19.466666666666672,0.96,No Rain,3
18.96111111111111,0.96,Rain,4
19.188888888888894,0.92,No Rain,5
20.00555555555556,0.99,No Rain,6
22.64444444444445,0.84,Rain,7
24.71111111111112,0.76,Rain,8
27.127777777777776,0.69,Rain,9
28.838888888888885,0.6,No Rain,10
30.02777777777778,0.58,Rain,11
31.08333333333333,0.48,No Rain,12
32.12777777777777,0.43,Rain,13
32.550000000000004,0.41,Rain,14
32.488888888888894,0.42,Rain,15
32.733333333333334,0.4,Rain,16
32.488888888888894,0.39,No Rain,17
32.19444444444444,0.39,No Rain,18
31.08333333333333,0.44,No Rain,19
27.366666666666667,0.64,No Rain,20
25.06666666666667,0.74,No Rain,21
23.466666666666665,0.81,Rain,22
23.122222222222224,0.8,Rain,23
21.71111111111111,0.87,No Rain,0
20.6,0.9,No Rain,1
20.9,0.95,Rain,2
20.51111111111112,0.9,Rain,3
19.92777777777778,0.93,No Rain,4
19.205555555555552,0.95,No Rain,5
19.98333333333333,0.93,No Rain,6
23.666666666666664,0.8,Rain,7
26.59444444444445,0.64,No Rain,8
28.79444444444444,0.47,No Rain,9
30.00555555555556,0.44,Rain,10
31.966666666666672,0.36,No Rain,11
32.17777777777778,0.34,Rain,12
32.80555555555556,0.37,Rain,13
32.55555555555556,0.35,Rain,14
32.05,0.37,No Rain,15
32.611111111111114,0.38,Rain,16
32.08888888888889,0.38,No Rain,17
31.061111111111103,0.48,No Rain,18
28.98333333333333,0.55,Rain,19
27.5,0.67,Rain,20
25.0,0.79,Rain,21
24.35555555555556,0.82,No Rain,22
23.8,0.86,No Rain,23
22.666666666666668,0.9,No Rain,0
21.55555555555556,0.9,No Rain,1
20.794444444444448,0.87,No Rain,2
20.372222222222224,0.93,Rain,3
20.4,0.97,No Rain,4
19.53888888888889,0.95,No Rain,5
19.916666666666664,0.93,Rain,6
23.62222222222222,0.85,Rain,7
26.75555555555556,0.63,No Rain,8
28.71111111111112,0.56,Rain,9
30.95555555555556,0.45,No Rain,10
31.988888888888887,0.37,No Rain,11
32.22222222222222,0.34,No Rain,12
32.77777777777778,0.37,Rain,13
32.38333333333334,0.35,No Rain,14
32.75,0.33,Rain,15
32.82222222222222,0.32,Rain,16
32.87777777777778,0.32,Rain,17
32.23888888888889,0.34,No Rain,18
32.099999999999994,0.34,No Rain,19
27.58888888888889,0.58,Rain,20
27.01111111111112,0.56,Rain,21
24.838888888888885,0.68,No Rain,22
24.26666666666667,0.72,Rain,23
22.15555555555555,0.81,No Rain,0
22.066666666666663,0.77,No Rain,1
20.200000000000003,0.84,No Rain,2
20.444444444444443,0.87,No Rain,3
19.4,0.9,Rain,4
19.416666666666668,0.92,No Rain,5
19.938888888888886,0.93,No Rain,6
22.62222222222222,0.9,No Rain,7
25.794444444444448,0.66,No Rain,8
27.73333333333333,0.63,No Rain,9
30.050000000000004,0.51,No Rain,10
